Mean,STD,Best,Worst,Gen_capability
111.34504315486264,27.633629437676106,21.341267836101288,126.61087931177343,111.34504315486264
39.237669165625846,39.18534788178955,3.6522135136906764,109.80219612282364,39.237669165625846
50.7005714099064,52.20874525347315,0.0589144857452064,113.72880143462336,39.237669165625846
73.34869072844484,51.3134016672146,-3.1299444096833935,116.65030671501646,39.237669165625846
87.17386763047466,46.029062530315,0.6797323838421612,125.01445852879141,39.237669165625846
61.96007593918198,53.922588054373676,0.20885072169674224,114.25628805226188,39.237669165625846
11.705987341709715,3.396217410613657,5.2373864567491095,18.9558736987929,11.705987341709715
56.569280914392436,50.4996357465784,5.346765479918599,118.8309044807548,11.705987341709715
81.54687638673633,45.27779023882957,8.808006794865198,128.1174286723737,11.705987341709715
75.81271494515617,50.52794983216887,4.1731590888593715,120.1293205021029,11.705987341709715
34.848930798376706,48.576890871791576,3.1251390643602353,124.95889333326329,11.705987341709715
58.208151388014244,53.28095220098364,0.2926964532104298,120.02642454210509,11.705987341709715
9.622391822218972,2.811012237972128,-2.5819452077593046,14.196635306655836,9.622391822218972
26.377120243983754,44.48399451911382,-3.9965679428952066,125.88394658643355,9.622391822218972
58.374554469319364,51.50743702948237,3.054962918079254,119.96781467159623,9.622391822218972
63.06182901990803,51.9056429673614,-0.006698847307903703,113.67536226811694,9.622391822218972
78.8666855260391,53.6899738150746,-5.337554079246039,121.17415440995687,9.622391822218972
43.41955158136175,44.850577274175365,2.9556283010224123,131.3342243016674,9.622391822218972
7.095613202023101,2.3230980640584424,3.282521165198383,12.289209389710424,7.095613202023101
43.774752871041954,47.66510675746672,2.884543573318578,114.19568796475198,7.095613202023101
27.990762476093796,43.932220313042286,-0.08145429318350748,112.47632342241323,7.095613202023101
43.545840519392215,52.63277330066948,-1.583215928334496,119.72517884855266,7.095613202023101
42.62077958246251,47.593363510872315,6.782535349647065,123.2435760991983,7.095613202023101
25.639478095305847,43.24214709241783,-1.4653662645067222,116.92445595731286,7.095613202023101
82.44850521009946,52.03431678622427,-0.9216942778799496,138.36482576037253,7.095613202023101
101.27724635751713,32.721585173698756,12.336949560151607,126.31440124551048,7.095613202023101
69.45920885048777,50.81831447432873,3.2702500718565704,120.58456045520994,7.095613202023101
23.399430304967698,35.1999244094716,0.9158888877843223,117.19990054962678,7.095613202023101
42.698492518078595,45.29139318146071,12.069388608336858,127.4335417580649,7.095613202023101
42.20789363091117,40.76724681068976,3.9668512097346063,115.35807655906319,7.095613202023101
