mean_eval,pop_best_eval,median_eval,best_eval,worst_eval,no_envs
97.4958267211914,11.010261535644531,116.79082489013672,11.010261535644531,129.86561584472656,36
91.08126831054688,4.873434543609619,114.27850341796875,4.873434543609619,129.86561584472656,36
63.640628814697266,-4.930316925048828,32.404449462890625,-4.930316925048828,129.86561584472656,36
73.19804382324219,5.27642822265625,110.84791564941406,-4.930316925048828,129.86561584472656,36
93.29725646972656,1.1171350479125977,119.48885345458984,-4.930316925048828,129.86561584472656,36
83.20134735107422,6.957967758178711,114.18376159667969,-4.930316925048828,130.02081298828125,36
104.85990905761719,5.175734043121338,118.02873229980469,-4.930316925048828,130.02081298828125,36
88.36544799804688,9.054718017578125,110.34480285644531,-4.930316925048828,130.02081298828125,36
83.3330307006836,8.514965057373047,106.83068084716797,-4.930316925048828,130.02081298828125,36
63.09794235229492,13.349488258361816,41.87605285644531,-4.930316925048828,130.02081298828125,36
71.01288604736328,4.940011501312256,95.15681457519531,-4.930316925048828,130.02081298828125,36
75.88877868652344,6.608089923858643,111.37644958496094,-4.930316925048828,130.02081298828125,36
75.36418151855469,5.795049667358398,97.34606170654297,-4.930316925048828,130.02081298828125,36
62.434288024902344,6.614446640014648,24.66248893737793,-4.930316925048828,130.02081298828125,36
67.9751968383789,9.083451271057129,94.63217163085938,-4.930316925048828,130.02081298828125,36
54.512088775634766,9.365212440490723,26.793964385986328,-4.930316925048828,130.02081298828125,36
60.7059440612793,11.713245391845703,40.24404525756836,-4.930316925048828,130.02081298828125,36
48.65153884887695,10.121438980102539,23.722736358642578,-4.930316925048828,130.02081298828125,36
51.71660232543945,7.813518524169922,28.606760025024414,-4.930316925048828,130.02081298828125,36
60.23692321777344,9.744425773620605,29.7117862701416,-4.930316925048828,130.02081298828125,36
42.05603790283203,6.427798748016357,25.96026611328125,-4.930316925048828,130.02081298828125,36
59.01572036743164,11.029485702514648,32.946128845214844,-4.930316925048828,130.02081298828125,36
34.58096694946289,12.17516803741455,26.98636817932129,-4.930316925048828,130.02081298828125,36
48.590858459472656,5.851956367492676,28.90494155883789,-4.930316925048828,130.02081298828125,36
39.34680938720703,5.929703712463379,25.722389221191406,-4.930316925048828,130.02081298828125,36
66.23085021972656,12.195579528808594,40.76188659667969,-4.930316925048828,130.02081298828125,36
50.00834274291992,2.7985548973083496,23.775747299194336,-4.930316925048828,130.02081298828125,36
38.72614669799805,13.422027587890625,24.097373962402344,-4.930316925048828,130.02081298828125,36
41.41144943237305,12.947484016418457,27.1175594329834,-4.930316925048828,130.02081298828125,36
32.139774322509766,3.166078805923462,25.667631149291992,-4.930316925048828,130.02081298828125,36
53.724891662597656,9.18415355682373,30.84039878845215,-4.930316925048828,130.02081298828125,36
57.534183502197266,-0.13613827526569366,35.381439208984375,-4.930316925048828,130.02081298828125,36
67.4939193725586,6.165155410766602,39.264503479003906,-4.930316925048828,130.02081298828125,36
47.33855438232422,3.971935749053955,31.68921661376953,-4.930316925048828,132.01405334472656,36
42.298282623291016,9.300734519958496,24.617786407470703,-4.930316925048828,132.01405334472656,36
37.50056457519531,12.100597381591797,26.334096908569336,-4.930316925048828,132.01405334472656,36
45.0024299621582,8.01632308959961,25.532323837280273,-4.930316925048828,132.01405334472656,36
48.69140625,9.04393196105957,40.339149475097656,-4.930316925048828,132.01405334472656,36
58.84724044799805,13.345473289489746,37.56635284423828,-4.930316925048828,132.01405334472656,36
36.14483642578125,11.722112655639648,23.41413116455078,-4.930316925048828,132.01405334472656,36
39.495399475097656,11.241645812988281,25.28260612487793,-4.930316925048828,132.01405334472656,36
38.4366455078125,2.6083593368530273,22.781970977783203,-4.930316925048828,132.01405334472656,36
44.365970611572266,10.476566314697266,33.062408447265625,-4.930316925048828,132.01405334472656,36
41.466548919677734,13.75915241241455,27.266258239746094,-4.930316925048828,132.01405334472656,36
55.15913772583008,9.283016204833984,34.98615264892578,-4.930316925048828,134.46568298339844,36
74.00182342529297,5.625524997711182,83.49554443359375,-4.930316925048828,134.46568298339844,36
48.68461990356445,8.764580726623535,32.83304977416992,-4.930316925048828,134.46568298339844,36
70.6661605834961,12.422201156616211,94.7530746459961,-4.930316925048828,134.46568298339844,36
37.81600570678711,17.151132583618164,31.83013343811035,-4.930316925048828,139.0629425048828,36
67.48274993896484,10.249138832092285,82.0189208984375,-4.930316925048828,139.0629425048828,36
50.996456146240234,8.168042182922363,31.7277774810791,-4.930316925048828,139.0629425048828,36
51.852108001708984,8.150235176086426,27.4007568359375,-4.930316925048828,139.0629425048828,36
49.88325119018555,5.906233787536621,36.259464263916016,-4.930316925048828,139.0629425048828,36
76.50353240966797,10.28679084777832,100.35813903808594,-4.930316925048828,139.0629425048828,36
44.461978912353516,5.717487335205078,34.71261978149414,-4.930316925048828,139.0629425048828,36
52.750240325927734,7.872094631195068,40.041236877441406,-4.930316925048828,139.0629425048828,36
48.624881744384766,10.193573951721191,28.460447311401367,-4.930316925048828,142.6329345703125,36
